id	mode_of_inheritance	Gene	confidence_level	name	disease_group	disease_sub_group	status
398	AR	FAT4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	FCHO1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	FERMT1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	FERMT3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	FNIP1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	FOXN1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	FOXP3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	G6PC3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	G6PD	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	GATA1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	GATA2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	GFI1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	GINS1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	GUCY2C	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	HAVCR2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	HAX1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	HELLS	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	HMOX1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	HPS1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	HPS4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	HPS6	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	HSPA1L	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	HTRA2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	HYOU1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ICOS	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	IFIH1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IFNAR2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	IFNGR1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	IFNGR2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IGHM	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IGLL1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	IKBKB	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	IKBKG	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	IKZF1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	IKZF2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	IKZF3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL10	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL10RA	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL10RB	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL12B	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL12RB1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL17RA	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL17RC	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL1RN	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL21R	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL23R	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL2RA	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL2RB	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	IL2RG	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL36RN	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL6R	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL6ST	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL7R	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	INO80	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IRAK4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	IRF2BP2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	IRF4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IRF7	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	IRF8	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ISG15	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ITCH	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ITGB2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ITK	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	JAGN1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	JAK1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	JAK3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	KDM6A	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	KMT2A	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	KMT2D	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	LACC1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	LAMTOR2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	LAT	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	LCK	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	LCP2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	LIG1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	LIG4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	LPIN2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	LRBA	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	LYN	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	LYST	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	MAGT1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MALT1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MAP3K14	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MCM4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	MCTS1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	MECOM	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	MEFV	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MOGS	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	MPEG1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	MSN	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MTHFD1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MVK	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MYD88	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MYO5B	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MYSM1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NBN	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NCF1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NCF2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NCF4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NCKAP1L	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	NFAT5	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	NFE2L2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	NFKB1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	NFKB2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	NFKBIA	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NHEJ1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NHP2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	NLRC4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	NLRP1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	NLRP12	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	NLRP3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	NOD2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NPC1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NSMCE3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NUDCD3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	OAS1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ORAI1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	OTULIN	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	PARN	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PAX1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PEPD	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PGM3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PI4KA	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	PIK3CD	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PIK3CG	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	PIK3R1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	PLCG2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	PLG	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PNP	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	POLA1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	POLD1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	POLE	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	POMP	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PRF1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PRIM1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PRKCD	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PRKDC	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PSMB10	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PSMB8	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	PSTPIP1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PTCRA	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	PTPN2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PTPRC	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RAB27A	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	RAC2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RAG1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RAG2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	RANBP2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RASGRP1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RBCK1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RECQL4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	REL	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	RELA	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RFX5	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RFXANK	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RFXAP	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	RIPK1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RMRP	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RNASEH2A	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RNASEH2B	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RNASEH2C	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RNF168	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RNU7-1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RORC	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	RPSA	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	RTEL1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	SAMD9L	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SAMHD1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	SASH3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SBDS	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	SEC61A1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	SERPING1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SGPL1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	SH2D1A	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SKIV2L	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SLC29A3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SLC35C1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SLC37A4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SLC39A7	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SLC46A1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SLC7A7	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SLCO2A1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SMARCAL1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SMARCD2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	SNORA31	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	SOCS1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SP110	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	SPI1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SPINK5	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SPPL2A	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	SRP54	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	STAT1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	STAT2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	STAT3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	STAT4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	STAT5B	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	STAT6	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	STIM1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	STK4	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	STX11	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	STXBP2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	STXBP3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	SYK	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TAP1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TAP2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	TAZ	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TBK1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TBX1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	TCF3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TCN2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TFRC	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TGFB1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TGFBR1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TGFBR2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	TICAM1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	TLR3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	TLR7	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	TLR8	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TMC6	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TMC8	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TMEM173	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TNFAIP3	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TNFRSF1A	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TNFRSF9	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TOP2B	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TPP2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TRAC	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TRAF3IP2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	TREX1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TRIM22	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TRNT1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TTC37	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TTC7A	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TYK2	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	UNC13D	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	UNC93B1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	UNG	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	USB1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	USP18	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	VPS13B	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	VPS45	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	WAS	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	WDR1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	WIPF1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	XL	XIAP	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ZAP70	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ZBTB24	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ZNF341	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ZNFX1	3	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	ANGPT1	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	AP1S3	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	AP3D1	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	ATAD3A	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	BCL11B	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	CARD8	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	CD8A	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	CFB	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	CFTR	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	CREBBP	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	CTC1	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	DCLRE1B	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	EP300	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	ERBIN	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	FCGR3A	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	FGL2	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	FMNL2	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	FOXI3	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	FPR1	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	GIMAP5	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	GNAI2	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IFNAR1	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IGKC	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	IL17F	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	IL1R1	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL21	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL27RA	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IL7	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IPO8	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	IRF3	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	IRF9	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ITPKB	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	ITPR3	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	IVNS1ABP	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	KCNA5	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	NA	KRAS	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	MBL2	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MKL1	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	MPO	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	NCSTN	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	NOP10	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	NA	NRAS	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	POLD3	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	POLR3A	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	POLR3C	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	PSENEN	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	NA	PSMA3	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	PSMB4	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	PSMB9	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	PTEN	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RC3H1	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RELB	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RHBDF2	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RHOH	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	RNF31	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	SAMD9	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SCGN	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	SLC9A3	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TAPBP	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TERC	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	TERT	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TET2	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TINF2	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TNFRSF11A	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	TNFRSF13C	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	TRAF3	2	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	NA	ABI3	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	ACTB	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	APOL1	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ARHGAP42	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	ARHGEF1	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	ATG4A	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	BRCA1	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	BRCA2	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	C8G	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	CARD10	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	CD28	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	CFHR1	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	CFHR2	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	CFHR3	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	CFHR4	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	CFHR5	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	CHUK	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD/AR	CLCN7	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	NA	CNBP	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	NA	COLEC11	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	COPG1	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	CRACR2A	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AD	CSF2	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	AR	CTNNBL1	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
398	NA	CXorf36	1	Primary immunodeficiency or monogenic inflammatory bowel disease			public
